"","entrezId","geneSymbol","chromosome"
"2754",100507164,"LOC100507164","chr11"
"2755",100507165,"LOC100507165","chr11"
"2756",100507166,"LOC100507166","chr15"
"2757",100507167,"","chr16"
"2758",100507168,"","chr17"
"2759",100507170,"CT47A12","chrX"
"2760",100507171,"BOLA3-AS1","chr2"
"2761",100507172,"LOC100507172","chr6"
"2762",100507173,"LOC100507173","chr6"
"2763",100507175,"LOC100507175","chr12"
"2764",100507178,"LOC100507178","chr1"
"2765",100507186,"LOC100507186","chr8"
"2766",100507190,"LOC100507190","chr8"
"2767",100507193,"LOC100507193","chr5"
"2768",100507194,"LOC100507194","chr6"
"2769",100507195,"LOC100507195","chr12"
"2770",100507196,"","chr10"
"2771",100507199,"LOC100507199","chrX"
"2772",100507200,"LOC100507200","chr19"
"2773",100507201,"LOC100507201","chr2"
"2774",100507204,"LOC100507204","chr8"
"2775",100507205,"LOC100507205","chr11"
"2776",100507206,"LOC100507206","chr12"
"2777",100507207,"LOC100507207","chr8"
"2778",100507209,"LOC100507209","chr4"
"2779",100507210,"LOC100507210","chr3"
"2780",100507212,"LOC100507212","chr10"
"2781",100507213,"LOC100507213","chr10"
"2782",100507217,"LOC100507217","chr15"
"2783",100507218,"LOC100507218","chr17"
"2784",100507219,"LOC100507219","chr19"
"2785",100507221,"LOC100507221","chr16"
"2786",100507222,"LOC100507222","chr8"
"2787",100507224,"LOC100507224","chr3"
"2788",100507226,"LOC100507226","chr14"
"2789",100507228,"LOC100507228","chr10"
"2790",100507229,"","chr1"
"2791",100507235,"LOC100507235","chr16"
"2792",100507239,"LOC100507239","chr3"
"2793",100507240,"LOC100507240","chr13"
"2794",100507241,"LOC100507241","chr6"
"2795",100507242,"LOC100507242","chr14"
"2796",100507244,"LOC100507244","chr9"
"2797",100507245,"LOC100507245","chr11"
"2798",100507246,"LOC100507246","chr17"
"2799",100507247,"LOC100507247","chr2"
"2800",100507250,"LOC100507250","chr12"
"2801",100507253,"C13orf44-AS1","chr13"
"2802",100507254,"LOC100507254","chr6"
"2803",100507257,"LOC100507257","chr14"
"2804",100507258,"LOC100507258","chr8"
"2805",100507259,"LOC100507259","chr10"
"2806",100507261,"LOC100507261","chr11"
"2807",100507263,"LOC100507263","chr17"
"2808",100507265,"LOC100507265","chr2"
"2809",100507266,"LOC100507266","chr4"
"2810",100507267,"LOC100507267","chr5"
"2811",100507271,"LOC100507271","chr12"
"2812",100507274,"LOC100507274","chr3"
"2813",100507277,"LOC100507277","chr14"
"2814",100507278,"LOC100507278","chr8"
"2815",100507280,"LOC100507280","chr10"
"2816",100507282,"LOC100507282","chr11"
"2817",100507283,"LOC100507283","chr11"
"2818",100507284,"LOC100507284","chr9"
"2819",100507286,"LOC100507286","chr2"
"2820",100507288,"LOC100507288","chr15"
"2821",100507290,"ZNF865","chr19"
"2822",100507291,"LOC100507291","chr3"
"2823",100507292,"LOC100507292","chr4"
"2824",100507293,"LOC100507293","chr13"
"2825",100507294,"LOC100507294","chr6"
"2826",100507295,"LOC100507295","chr14"
"2827",100507297,"LOC100507297","chr3"
"2828",100507299,"LOC100507299","chr9"
"2829",100507300,"LOC100507300","chr11"
"2830",100507303,"LOC100507303","chr16"
"2831",100507305,"LOC100507305","chr19"
"2832",100507306,"LOC100507306","chr4"
"2833",100507307,"LOC100507307","chr2"
"2834",100507308,"LOC100507308","chr6"
"2835",100507309,"LOC100507309","chr10"
"2836",100507311,"LOC100507311","chr15"
"2837",100507312,"LOC100507312","GL000195.1"
"2838",100507314,"LOC100507314","chr4"
"2839",100507316,"LOC100507316","chr8"
"2840",100507317,"LOC100507317","chr12"
"2841",100507319,"LOC100507319","chr9"
"2842",100507321,"ERVK13-1","chr16"
"2843",100507322,"LOC100507322","chr4"
"2844",100507325,"LOC100507325","chr15"
"2845",100507327,"LOC100507327","GL000219.1"
"2846",100507330,"LOC100507330","chr12"
"2847",100507331,"LOC100507331","chr10"
"2848",100507332,"LOC100507332","chr9"
"2849",100507333,"LOC100507333","chr8"
"2850",100507334,"LOC100507334","chr2"
"2851",100507335,"LOC100507335","chr3"
"2852",100507336,"LOC100507336","chr6"
"2853",100507338,"LOC100507338","chr11"
"2854",100507341,"LOC100507341","chr8"
"2855",100507342,"LOC100507342","chr19"
"2856",100507345,"LOC100507345","chr12"
"2857",100507346,"LOC100507346","chr9"
"2858",100507347,"LOC100507347","chr10"
"2859",100507351,"LOC100507351","chr17"
"2860",100507353,"LOC100507353","chr19"
"2861",100507359,"LOC100507359","chr19"
"2862",100507360,"LOC100507360","chr2"
"2863",100507362,"LOC100507362","chr6"
"2864",100507363,"LOC100507363","chr12"
"2865",100507364,"LOC100507364","chr9"
"2866",100507367,"LOC100507367","chr6"
"2867",100507369,"LOC100507369","chr7"
"2868",100507370,"LOC100507370","chr9"
"2869",100507372,"LOC100507372","chr19"
"2870",100507373,"LOC100507373","chr19"
"2871",100507375,"LOC100507375","chr3"
"2872",100507376,"LOC100507376","chr4"
"2873",100507377,"LOC100507377","chr12"
"2874",100507378,"LOC100507378","chr16"
"2875",100507380,"LOC100507380","chr2"
"2876",100507381,"LOC100507381","chr6"
"2877",100507384,"LOC100507384","chr11"
"2878",100507387,"LOC100507387","chr5"
"2879",100507388,"LOC100507388","chr4"
"2880",100507389,"LOC100507389","chr3"
"2881",100507390,"LOC100507390","chr6"
"2882",100507391,"LOC100507391","chr3"
"2883",100507392,"LOC100507392","chr11"
"2884",100507395,"LOC100507395","GL000220.1"
"2885",100507398,"INTS6-AS1","chr13"
"2886",100507399,"HCG8","chr6"
"2887",100507401,"LOC100507401","chr11"
"2888",100507403,"LOC100507403","chr8"
"2889",100507404,"LOC100507404","chrX"
"2890",100507405,"LOC100507405","chr1"
"2891",100507406,"LOC100507406","chr6"
"2892",100507408,"LOC100507408","chr1"
"2893",100507410,"LOC100507410","chr17"
"2894",100507411,"LOC100507411","chr11"
"2895",100507412,"LOC100507412","GL000220.1"
"2896",100507415,"LOC100507415","chr9"
"2897",100507417,"LOC100507417","chr11"
"2898",100507418,"LOC100507418","chr8"
"2899",100507419,"LOC100507419","chr16"
"2900",100507420,"LOC100507420","chr8"
"2901",100507421,"LOC100507421","chr7"
"2902",100507423,"LOC100507423","chr1"
"2903",100507424,"LOC100507424","chr12"
"2904",100507425,"LOC100507425","chr17"
"2905",100507427,"LOC100507427","chr5"
"2906",100507428,"LINC00458","chr13"
"2907",100507430,"LOC100507430","chr10"
"2908",100507431,"LOC100507431","chr11"
"2909",100507433,"LOC100507433","chr19"
"2910",100507436,"MICA","chr6"
"2911",100507437,"LOC100507437","chr14"
"2912",100507438,"LOC100507438","chr9"
"2913",100507439,"LOC100507439","chr8"
"2914",100507440,"LOC100507440","chr17"
"2915",100507443,"LOC100507443","chr2"
"2916",100507445,"LOC100507445","chr10"
"2917",100507447,"LOC100507447","chr3"
"2918",100507448,"LOC100507448","chr8"
"2919",100507449,"LOC100507449","chr9"
"2920",100507450,"C11orf39","chr11"
"2921",100507452,"LOC100507452","chr15"
"2922",100507458,"LOC100507458","chr16"
"2923",100507459,"LOC100507459","chr20"
"2924",100507460,"LOC100507460","chr2"
"2925",100507461,"LOC100507461","chr3"
"2926",100507462,"LOC100507462","chr6"
"2927",100507463,"LOC100507463","chr6"
"2928",100507464,"LOC100507464","chr8"
"2929",100507465,"LOC100507465","chr9"
"2930",100507466,"LOC100507466","chr15"
"2931",100507468,"LOC100507468","chr7"
"2932",100507470,"LOC100507470","chr10"
"2933",100507472,"LOC100507472","chr15"
"2934",100507473,"LOC100507473","chr4"
"2935",100507474,"LOC100507474","chr2"
"2936",100507475,"IDH1-AS1","chr2"
"2937",100507477,"LOC100507477","chr6"
"2938",100507479,"LOC100507479","chr1"
"2939",100507480,"LOC100507480","chr15"
"2940",100507481,"LOC100507481","chr8"
"2941",100507484,"LOC100507484","chr12"
"2942",100507486,"LOC100507486","chr19"
"2943",100507487,"LOC100507487","chr4"
"2944",100507488,"DNAPTP3","chr2"
"2945",100507489,"LOC100507489","chr6"
"2946",100507492,"LOC100507492","chr12"
"2947",100507494,"LOC100507494","chr17"
"2948",100507495,"LOC100507495","chr20"
"2949",100507498,"LOC100507498","chr12"
"2950",100507500,"LOC100507500","chr7"
"2951",100507501,"LOC100507501","chr16"
"2952",100507503,"LOC100507503","chr19"
"2953",100507505,"LOC100507505","chr13"
"2954",100507506,"LOC100507506","chr6"
"2955",100507507,"LOC100507507","chr7"
"2956",100507508,"LOC100507508","chr7"
"2957",100507510,"LOC100507510","chr11"
"2958",100507511,"LOC100507511","chr12"
"2959",100507513,"LOC100507513","chr14"
"2960",100507515,"LOC100507515","chr12"
"2961",100507516,"LOC100507516","chr8"
"2962",100507520,"LOC100507520","chr17"
"2963",100507521,"LOC100507521","chr11"
"2964",100507524,"ARHGEF26-AS1","chr3"
"2965",100507525,"LOC100507525","chr7"
"2966",100507527,"THEG5","chr19"
"2967",100507528,"LOC100507528","chr4"
"2968",100507530,"LOC100507530","chr8"
"2969",100507531,"LOC100507531","chr10"
"2970",100507534,"LOC100507534","chr16"
"2971",100507535,"LOC100507535","chr19"
"2972",100507537,"LOC100507537","chr3"
"2973",100507538,"LOC100507538","chr7"
"2974",100507539,"LOC100507539","chr10"
"2975",100507540,"LOC100507540","chr9"
"2976",100507546,"LOC100507546","chr5"
"2977",100507547,"LOC100507547","chr6"
"2978",100507548,"LOC100507548","chr11"
"2979",100507550,"LOC100507550","chr19"
"2980",100507552,"LOC100507552","chr1"
"2981",100507554,"LOC100507554","chr2"
"2982",100507555,"LOC100507555","chr3"
"2983",100507557,"LOC100507557","chr6"
"2984",100507558,"LOC100507558","chr7"
"2985",100507559,"LOC100507559","chr12"
"2986",100507560,"LOC100507560","chr12"
"2987",100507561,"LOC100507561","chr11"
"2988",100507562,"LOC100507562","chr2"
"2989",100507563,"LOC100507563","chr6"
"2990",100507564,"LOC100507564","chr1"
"2991",100507566,"LOC100507566","chr13"
"2992",100507567,"LOC100507567","chr19"
"2993",100507568,"LOC100507568","chr15"
"2994",100507570,"LOC100507570","chr16"
"2995",100507575,"LOC100507575","chr10"
"2996",100507577,"LOC100507577","chr16"
"2997",100507579,"LOC100507579","chr20"
"2998",100507580,"LOC100507580","chr22"
"2999",100507581,"LOC100507581","chr2"
"3000",100507582,"LOC100507582","chr3"
"3001",100507584,"LOC100507584","chr6"
"3002",100507589,"LOC100507589","chr16"
"3003",100507591,"LOC100507591","chr19"
"3004",100507594,"LOC100507594","chr12"
"3005",100507596,"LOC100507596","chr10"
"3006",100507599,"LOC100507599","chr22"
"3007",100507600,"LOC100507600","chr2"
"3008",100507602,"LOC100507602","chr5"
"3009",100507603,"LOC100507603","chr6"
"3010",100507605,"LOC100507605","chr10"
"3011",100507607,"LOC100507607","chr16"
"3012",100507608,"KRTAP9-6","chr17"
"3013",100507609,"LOC100507609","chr11"
"3014",100507611,"LOC100507611","chr2"
"3015",100507612,"LINC00402","chr13"
"3016",100507613,"LOC100507613","chr6"
"3017",100507614,"","chr7"
"3018",100507615,"LOC100507615","chr7"
"3019",100507616,"LOC100507616","chr12"
"3020",100507619,"LOC100507619","chr5"
"3021",100507624,"LOC100507624","chr6"
"3022",100507626,"LOC100507626","chr9"
"3023",100507629,"LOC100507629","chr20"
"3024",100507630,"LOC100507630","chr2"
"3025",100507632,"LOC100507632","chr8"
"3026",100507633,"LOC100507633","chr10"
"3027",100507634,"LOC100507634","chr1"
"3028",100507639,"LOC100507639","chr4"
"3029",100507642,"LOC100507642","chr7"
"3030",100507645,"LOC100507645","chr11"
"3031",100507650,"C14orf164","chr14"
"3032",100507651,"LOC100507651","chr8"
"3033",100507652,"LOC100507652","chr1"
"3034",100507653,"LOC100507653","chr4"
"3035",100507654,"LOC100507654","chr13"
"3036",100507656,"LOC100507656","chr17"
"3037",100507657,"LOC100507657","chr22"
"3038",100507660,"SRGAP3-AS2","chr3"
"3039",100507661,"LOC100507661","chr3"
"3040",100507662,"LOC100507662","chr6"
"3041",100507663,"LOC100507663","chr10"
"3042",100507664,"LOC100507664","chr1"
"3043",100507668,"LOC100507668","chr19"
"3044",100507669,"LOC100507669","chr22"
"3045",100507670,"LOC100507670","chr1"
"3046",100507672,"LOC100507672","chr6"
"3047",100507673,"LOC100507673","chr7"
"3048",100507674,"MARK2P9","chr10"
"3049",100507675,"LOC100507675","chr11"
"3050",100507679,"MUC22","chr6"
"3051",100507699,"LOC100507699","chr17"
"3052",100507709,"LOC100507709","chr6"
"3053",100507714,"LOC100507714","chr6"
"3054",100507718,"LOC100507718","chr6"
"3055",100507738,"LOC100507738","chr15"
"3056",100507739,"LOC100507739","chr19"
"3057",100507759,"LOC100507759","chr16"
"3058",100507760,"LOC100507760","chr8"
"3059",100507769,"LOC100507769","chr19"
"3060",100507777,"LOC100507777","chr13"
"3061",100507780,"LOC100507780","chr9"
"3062",100507800,"LOC100507800","chr2"
"3063",100507803,"LOC100507803","chr16"
"3064",100507807,"LOC100507807","chr22"
"3065",100507808,"LOC100507808","chr8"
"3066",100507852,"LOC100507852","chr4"
"3067",100507855,"LOC100507855","chr17"
"3068",100507904,"LOC100507904","chr17"
"3069",100507930,"LOC100507930","chr4"
"3070",100507948,"LOC100507948","chr2"
"3071",100507959,"LOC100507959","chr2"
"3072",100507979,"LOC100507979","chr2"
"3073",100508046,"LOC100508046","chr22"
"3074",100508047,"LOC100508047","chr8"
"3075",100508118,"LOC100508118","chr19"
"3076",100508120,"LOC100508120","chr6"
"3077",100508175,"LOC100508175","chrX"
"3078",100508177,"LOC100508177","chr18"
"3079",100508196,"LOC100508196","chr17"
"3080",100508202,"LOC100508202","chr4"
"3081",100508226,"LOC100508226","chr3"
"3082",100508227,"LOC100508227","chr3"
"3083",100508233,"LOC100508233","chr8"
"3084",100508287,"LOC100508287","chr19"
"3085",100508329,"LOC100508329","chr12"
"3086",100508383,"LOC100508383","chr3"
"3087",100508408,"LOC100508408","chr11"
"3088",100508631,"LOC100508631","chr4"
"3089",100508632,"LOC100508632","chr7"
"3090",100508736,"LOC100508736","chr11"
"3091",100508751,"LOC100508751","chr2"
"3092",100508781,"LOC100508781","chr7"
"3093",100508782,"LOC100508782","chr15"
"3094",100508797,"LOC100508797","chr14"
"3095",100508803,"LOC100508803","chr7"
"3096",100508869,"LOC100508869","chr17"
"3097",100508885,"LOC100508885","chr13"
"3098",100508892,"LOC100508892","chr15"
"3099",100508939,"LOC100508939","chr7"
"3100",100508950,"LOC100508950","chr2"
"3101",100508969,"LOC100508969","chr7"
"3102",100508995,"","chr11"
"3103",100509023,"LOC100509023","chr7"
"3104",100509075,"LOC100509075","chr18"
"3105",100509105,"LOC100509105","chr7"
"3106",100509121,"LOC100509121","chrY"
"3107",100509123,"LOC100509123","chr4"
"3108",100509129,"LOC100509129","chr4"
"3109",100509156,"LOC100509156","chr12"
"3110",100509175,"LOC100509175","chr19"
"3111",100509195,"LOC100509195","GL000192.1"
"3112",100509196,"LOC100509196","chr21"
"3113",100509205,"LOC100509205","chr1"
"3114",100509213,"LOC100509213","chr1"
"3115",100509240,"LOC100509240","chr4"
"3116",100509247,"LOC100509247","chr7"
"3117",100509256,"LOC100509256","chr7"
"3118",100509263,"LOC100509263","chr9"
"3119",100509290,"LOC100509290","chr17"
"3120",100509302,"LOC100509302","chr9"
"3121",100509303,"LOC100509303","chr1"
"3122",100509315,"LOC100509315","chr18"
"3123",100509323,"LOC100509323","chr5"
"3124",100509367,"LOC100509367","chr3"
"3125",100509378,"LOC100509378","chr1"
"3126",100509396,"LOC100509396","chrY"
"3127",100509413,"LOC100509413","chr11"
"3128",100509445,"LOC100509445","chr12"
"3129",100509457,"LOC100509457","chr6"
"3130",100509474,"LOC100509474","chr10"
"3131",100509487,"LOC100509487","chr18"
"3132",100509490,"LOC100509490","chr2"
"3133",100509498,"LOC100509498","chr16"
"3134",100509507,"LOC100509507","chr15"
"3135",100509541,"LOC100509541","chr12"
"3136",100509542,"LOC100509542","chr6"
"3137",100509553,"LOC100509553","chr14"
"3138",100509575,"","chrX"
"3139",100509582,"LOC100509582","chr6"
"3140",100509620,"LOC100509620","chr9"
"3141",100509635,"LOC100509635","chr10"
"3142",100509638,"LOC100509638","chr9"
"3143",100509646,"LOC100509646","chrY"
"3144",100509671,"LOC100509671","chr21"
"3145",100509683,"LOC100509683","chr1"
"3146",100509686,"LOC100509686","chr9"
"3147",100509751,"LOC100509751","chrX"
"3148",100509763,"LOC100509763","chr2"
"3149",100509764,"LOC100509764","chr12"
"3150",100509780,"LOC100509780","chr5"
"3151",100509824,"LOC100509824","chr6"
"3152",100509860,"LOC100509860","chr20"
"3153",100509861,"LOC100509861","chr20"
"3154",100509894,"LOC100509894","chr13"
"3155",100509926,"LOC100509926","chr3"
"3156",100509968,"LOC100509968","chr12"
"3157",100509976,"LOC100509976","chr12"
"3158",10051,"SMC4","chr3"
"3159",100510007,"LOC100510007","chr7"
"3160",100510011,"LOC100510011","chr7"
"3161",100510017,"LOC100510017","chr3"
"3162",100510701,"LOC100510701","chr9"
"3163",100510707,"LOC100510707","chr17"
"3164",100510710,"LOC100510710","chr1"
"3165",10052,"GJC1","chr17"
"3166",100526664,"LY75-CD302","chr2"
"3167",100526693,"ARPC4-TTLL3","chr3"
"3168",100526694,"MSANTD3-TMEFF1","chr9"
"3169",100526737,"RBM14-RBM4","chr11"
"3170",100526739,"APITD1-CORT","chr1"
"3171",100526740,"ATP5J2-PTCD1","chr7"
"3172",100526760,"ABHD14A-ACY1","chr3"
"3173",100526761,"CCDC169-SOHLH2","chr13"
"3174",100526767,"RNF103-CHMP3","chr2"
"3175",100526771,"LOC100526771","chr11"
"3176",100526772,"TMEM110-MUSTN1","chr3"
"3177",100526773,"SPINLW1-WFDC6","chr20"
"3178",100526783,"C15orf38-AP3S2","chr15"
"3179",100526794,"NT5C1B-RDH14","chr2"
"3180",100526820,"CAHM","chr6"
"3181",100526825,"INMT-FAM188B","chr7"
"3182",100526830,"SLX1A-SULT1A3","chr16"
"3183",100526831,"SLX1B-SULT1A4","chr16"
"3184",100526832,"PHOSPHO2-KLHL23","chr2"
"3185",100526833,"SEPT5-GP1BB","chr22"
"3186",100526835,"FPGT-TNNI3K","chr1"
"3187",100526836,"MUTED-TXNDC5","chr6"
"3188",100526837,"EEF1E1-MUTED","chr6"
"3189",100526842,"RPL17-C18ORF32","chr18"
"3190",100527943,"TGIF2-C20ORF24","chr20"
"3191",100527949,"GIMAP1-GIMAP5","chr7"
"3192",100527950,"GJA9-MYCBP","chr1"
"3193",100527960,"HEATR8-TTC4","chr1"
"3194",100527963,"PMF1-BGLAP","chr1"
"3195",100527964,"LOC100527964","chr1"
"3196",100527978,"TMEM56-RWDD3","chr1"
"3197",100528007,"C10orf32-AS3MT","chr10"
"3198",100528016,"TMX2-CTNND1","chr11"
"3199",100528017,"SAA2-SAA4","chr11"
"3200",100528018,"ARL2-SNX15","chr11"
"3201",100528019,"HSPB2-C11orf52","chr11"
"3202",100528021,"ST20-MTHFS","chr15"
"3203",100528022,"BLOC1S1-RDH5","chr12"
"3204",100528030,"POC1B-GALNT4","chr12"
"3205",100528031,"FKBP1A-SDCBP2","chr20"
"3206",100528032,"KLRC4-KLRK1","chr12"
"3207",100528062,"ARMCX5-GPRASP2","chrX"
"3208",100528064,"NEDD8-MDP1","chr14"
"3209",100529063,"BCL2L2-PABPN1","chr14"
"3210",100529067,"SERF2-C15ORF63","chr15"
"3211",100529097,"RPL36A-HNRNPH2","chrX"
"3212",100529144,"CORO7-PAM16","chr16"
"3213",100529145,"TEN1-CDK3","chr17"
"3214",100529207,"RAD51L3-RFFL","chr17"
"3215",100529209,"RNASEK-C17ORF49","chr17"
"3216",100529211,"C17orf61-PLSCR3","chr17"
"3217",100529215,"ZNF559-ZNF177","chr19"
"3218",100529239,"RPS10-NUDT3","chr6"
"3219",100529240,"ZNF816-ZNF321P","chr19"
"3220",100529241,"HSPE1-MOB4","chr2"
"3221",100529251,"CKLF-CMTM1","chr16"
"3222",100529257,"SYNJ2BP-COX16","chr14"
"3223",100529261,"CHURC1-FNTB","chr14"
"3224",100529262,"MIA-RAB4B","chr19"
"3225",100529264,"RAB4B-EGLN2","chr19"
"3226",100529855,"ZNF625-ZNF20","chr19"
"3227",10053,"AP1M2","chr19"
"3228",100532724,"NPHP3-ACAD11","chr3"
"3229",100532726,"NDUFC2-KCTD14","chr11"
"3230",100532731,"COMMD3-BMI1","chr10"
"3231",100532732,"MSH5-SAPCD1","chr6"
"3232",100532735,"INO80B-WBP1","chr2"
"3233",100532736,"C1orf151-NBL1","chr1"
"3234",100532737,"ATP6V1G2-DDX39B","chr6"
"3235",100532742,"PIR-FIGF","chrX"
"3236",100532746,"PPT2-EGFL8","chr6"
"3237",100533105,"C8orf44-SGK3","chr8"
"3238",100533106,"ZHX1-C8ORF76","chr8"
"3239",100533107,"RTEL1-TNFRSF6B","chr20"
"3240",100533111,"ZNF670-ZNF695","chr1"
"3241",100533179,"UBE2F-SCLY","chr2"
"3242",100533181,"FXYD6-FXYD2","chr11"
"3243",100533182,"1/2-SBSRNA4","chr4"
"3244",100533183,"ZNF664-FAM101A","chr12"
